OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,area_m2
4612,112700114,2010-11-18,2,NA,NA,0.047,0,NA,466,46600,50000,0.0159045001036,4.37718405447e-6,33337.82061309868
3124,{6956F8ED-E961-49B2-929A-141278D1659A},2019-10-15,2,NA,NA,0.0910275,0,NA,466,46600,100000,0.0330361662606,8.48216705045e-6,33238.683767495124
17789,{E84E7770-96C4-4476-B150-B6477C551B60},2014-03-21,2,NA,NA,0.03320902,0,NA,466,46600,50000,0.00719425977862,3.09528256401e-6,33209.01869939489
6359,125960996,2018-06-05,2,NA,NA,0.03289134,0,03080103003287,436,43600,250000,0.00702211930039,3.06521492375e-6,32891.34094871674
3811,125960585,2014-03-21,2,NA,NA,0.03286857,0,NA,466,46600,50000,0.0101598070338,3.06367931365e-6,32868.56633058237
3111,112699122,2003-12-01,2,NA,NA,0.033,0,03080102003760,390,39004,250000,0.00754283633812,3.03052470614e-6,32524.61512995558
8735,125960628,2004-09-27,2,NA,NA,0.032,0,03080103019239,390,39004,250000,0.00832211857439,3.0093824618e-6,32299.71250530638
11657,{24513660-4562-4DE0-B98C-A277A21CF90C},2019-04-16,2,NA,NA,0.03046485,0,NA,466,46600,50000,0.00954264545886,2.84045597397e-6,30371.47422301164
4951,125960843,2014-03-21,2,NA,NA,0.02999975,0,NA,466,46600,50000,0.00627176371723,2.79728486242e-6,29999.749970500357
3056,112664862,2020-05-28,2,00284761,Jergans Lake,0.02970245,0,03080102003765,390,39000,250000,0.00647690095025,2.76781540849e-6,29702.44563054701
12049,125960548,2004-09-27,2,NA,NA,0.03,0,NA,466,46600,50000,0.0066539088761,2.76687690697e-6,29693.34890267253
3122,{3E2B9BC1-80A3-4EA8-BD77-5CE2E1ED493B},2019-10-15,2,NA,NA,0.02947744,0,NA,466,46600,50000,0.00855151042176,2.74686090975e-6,29477.444538264943
103,125960645,2014-09-19,2,00285525,Lake Lily,0.4135894,109,03080103003206,390,39009,1000000,0.0343333769979,3.85692426692e-5,28945.455246938393
17923,{5A2CDADA-C690-409E-A3AA-94AA296C1795},2014-03-21,2,NA,NA,0.02888746,0,NA,466,46600,50000,0.00595227025185,2.69291852723e-6,28887.46347929933
3059,112681112,2010-03-29,2,00307279,Lake Lucy,0.107,0,03080102003770,390,39004,500000,0.0124269150033,9.94037455446e-6,28261.413090232803
4731,125960913,2014-03-21,2,NA,NA,0.02784435,0,NA,466,46600,50000,0.0077730280576,2.59571347848e-6,27844.345450225286
8934,113631203,2003-12-12,2,NA,NA,0.028,0,NA,466,46600,50000,0.00990582792878,2.60300792081e-6,27578.65951987473
4367,125973091,2011-09-26,2,NA,NA,0.027,0,NA,466,46600,50000,0.0137406998023,2.53837218098e-6,27232.652213932015
13698,125960428,2017-06-12,2,NA,NA,0.32073423,97,03080103041556,390,39009,1000000,0.0253431396122,2.99095053205e-5,26736.08073171436
5520,125973872,2014-03-21,2,NA,NA,0.0263687,0,03080103003229,390,39004,250000,0.00592138645223,2.45841176098e-6,26368.702440150082
4953,125961026,2014-03-21,2,NA,NA,0.02542348,0,03080103003184,390,39001,250000,0.00724313349857,2.37096424744e-6,25423.483847335097
